,ID,Name,Type,Price,Serving size,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbs,Dietary Fiber,Sugar,Protein,Total Carbs Nutrition Point,Total Fat Nutrition Point,Protein Nutrition Point,Sugar Nutrition Point,Sodium Nutrition Point,Trans Fat Nutrition Point,Saturated Fat Nutrition Point,Cholesterol Nutrition Point,Dietary Fiber Nutrition Point,Nutrition Value,Coefficient,1st Day Variable Name,2nd Day Variable Name,3rd Day Variable Name
0,PV_M_1,Alumni_Burger,Main,6.217499999999999,1 portion,590,32.0,8.0,0.5,85,1010,52,7,5,25,0.005750501474806326,0.9991599341372548,0.7292853499299607,0.9514563106796117,0.597609561752988,0.96875,0.7777777777777778,0.9395017793594306,0.7333333333333334,6.702624548445164,1.0780256611894112,x_1_3_1_1,x_1_3_1_2,x_1_3_1_3
1,PV_M_2,Classic_Grilled_Cheese,Main,5.9925,1 portion,570,55.0,33.0,1.5,145,380,7,1,0,13,1.4008544095418484e-06,0.5475765312715717,0.5926321045810629,1.0,0.848605577689243,0.90625,0.08333333333333337,0.896797153024911,0.10476190476190476,4.979958005516436,0.8310317906577283,x_1_3_2_1,x_1_3_2_2,x_1_3_2_3
2,PV_M_3,Lumberjack_Burger,Main,8.9925,1 portion,840,52.0,18.0,1.5,110,1880,58,6,12,35,0.012966992160795708,0.6374366248343476,0.8330981166551059,0.883495145631068,0.250996015936255,0.90625,0.5,0.9217081850533808,0.6285714285714286,5.574522508842381,0.6199079798545878,x_1_3_3_1,x_1_3_3_2,x_1_3_3_3
3,PV_M_4,Cajun_Chicken_Burger,Main,9.7425,1 portion,500,9.0,1.0,0.0,120,920,56,4,14,46,0.009965319984789719,0.4987700835018958,0.9249430710203271,0.8640776699029127,0.6334661354581673,1.0,0.9722222222222222,0.9145907473309609,0.41904761904761906,6.237082868468896,0.6401932633788961,x_1_3_4_1,x_1_3_4_2,x_1_3_4_3
4,PV_M_5,Beyond_Crunch_Burger,Main,8.2425,1 portion,700,37.0,11.0,0.0,25,1080,60,9,9,35,0.01674264511146182,0.9789046427368934,0.8330981166551059,0.912621359223301,0.5697211155378485,1.0,0.6944444444444444,0.9822064056939501,0.9428571428571428,6.930595872260148,0.8408366238714162,x_1_3_5_1,x_1_3_5_2,x_1_3_5_3
5,PV_M_6,Ultimate_Veggie_Burger,Main,7.4925,1 portion,640,28.0,8.0,0.0,15,570,80,15,14,21,0.14083078510215463,0.9718435746371524,0.6845035072782051,0.8640776699029127,0.7729083665338645,1.0,0.7777777777777778,0.9893238434163701,1.0,7.201265524648438,0.9611298664862781,x_1_3_6_1,x_1_3_6_2,x_1_3_6_3
6,PV_M_7,Mediterranean_Bowl,Main,5.9925,1 portion,740,49.0,8.0,0.0,30,1470,64,11,9,17,0.027271196283657023,0.7258586036663693,0.6387607755251834,0.912621359223301,0.4143426294820717,1.0,0.7777777777777778,0.9786476868327402,1.0,6.475280028791101,1.0805640431858325,x_1_3_7_1,x_1_3_7_2,x_1_3_7_3
7,PV_M_8,Thai_Coconut_Bowl,Main,5.9925,1 portion,690,26.0,10.0,0.0,0,410,95,12,11,17,0.4184506927601738,0.9444789125017473,0.6387607755251834,0.8932038834951457,0.8366533864541833,1.0,0.7222222222222222,1.0,1.0,7.453769872958656,1.2438497910652744,x_1_3_8_1,x_1_3_8_2,x_1_3_8_3
8,PV_M_9,Avocado_Spinach_Pasta,Main,6.7425,1 portion,1000,32.0,6.0,0.0,10,370,150,24,7,30,0.5460764935539401,0.9991599341372548,0.7830007071370287,0.9320388349514563,0.852589641434263,1.0,0.8333333333333334,0.9928825622775801,1.0,7.939081506824857,1.177468521590635,x_1_3_9_1,x_1_3_9_2,x_1_3_9_3
9,PV_M_10,Gather_Bowl,Main,6.7425,1 portion,960,52.0,6.0,0.0,0,440,106,17,13,23,0.7050798536708649,0.6374366248343476,0.7070514819885939,0.8737864077669903,0.8247011952191234,1.0,0.8333333333333334,1.0,1.0,7.581388896813254,1.1244180788747875,x_1_3_10_1,x_1_3_10_2,x_1_3_10_3
10,PV_M_11,Fajita_Veg_Bowl,Main,6.7425,1 portion,740,21.0,1.5,0.0,0,980,121,14,9,19,0.9846350491268786,0.8424802628487329,0.6617156588677645,0.912621359223301,0.6095617529880477,1.0,0.9583333333333334,1.0,1.0,7.969347416388057,1.1819573476289296,x_1_3_11_1,x_1_3_11_2,x_1_3_11_3
11,PV_M_12,Kitsilano_Tofu_Poke_Bowl,Main,5.9925,1 portion,680,36.0,3.5,0.0,5,630,72,8,6,21,0.06593352674876823,0.9877512156985824,0.6845035072782051,0.941747572815534,0.749003984063745,1.0,0.9027777777777778,0.99644128113879,0.8380952380952381,7.166254103616641,1.1958705220887178,x_1_3_12_1,x_1_3_12_2,x_1_3_12_3
12,PV_M_13,Acron_Squash_Poke_Bowl,Main,6.7425,1 portion,490,12.0,2.0,0.0,0,400,81,9,9,14,0.15350161129626402,0.5877342324342749,0.6041701729294646,0.912621359223301,0.8406374501992032,1.0,0.9444444444444444,1.0,0.9428571428571428,6.985966413384094,1.0361092196342743,x_1_3_13_1,x_1_3_13_2,x_1_3_13_3
13,PV_M_14,Salmon_&_Ponzu_Poke_Bowl,Main,9.7425,1 portion,660,13.0,2.0,0.0,45,1540,96,6,21,28,0.44304487550196275,0.6177502410446186,0.7618824475728379,0.7961165048543689,0.38645418326693226,1.0,0.9444444444444444,0.9679715302491103,0.6285714285714286,6.546235655505704,0.6719256510655073,x_1_3_14_1,x_1_3_14_2,x_1_3_14_3
14,PV_M_15,Havana_Bowl_Chicken,Main,6.7425,1 portion,660,25.0,6.0,0.0,110,610,74,12,7,37,0.08063969838222088,0.9276710844193126,0.8518618427812337,0.9320388349514563,0.7569721115537849,1.0,0.8333333333333334,0.9217081850533808,1.0,7.304225090474723,1.08331109981086,x_1_3_15_1,x_1_3_15_2,x_1_3_15_3
15,PV_M_16,Havana_Bowl_Tofu,Main,5.9925,1 portion,670,30.0,6.0,0.0,0,400,77,14,7,29,0.1074995932689838,0.9902479438116828,0.7725092255689224,0.9320388349514563,0.8406374501992032,1.0,0.8333333333333334,1.0,1.0,7.476266381133581,1.247603901732763,x_1_3_16_1,x_1_3_16_2,x_1_3_16_3
16,PV_M_17,Latino_Bowl,Main,5.9925,1 portion,630,27.0,4.0,0.0,15,1660,79,14,8,22,0.12895597460968558,0.9592380151471092,0.6958120902074333,0.9223300970873787,0.33864541832669315,1.0,0.8888888888888888,0.9893238434163701,1.0,6.923194327683559,1.155309858603848,x_1_3_17_1,x_1_3_17_2,x_1_3_17_3
17,PV_M_18,Porchetta_Pork,Main,6.7425,1 portion,1360,137.0,36.0,0.0,120,1300,13,3,4,20,5.32771447885334e-06,1.6833140751494858e-06,0.6731349777542347,0.9611650485436893,0.4820717131474104,1.0,0.0,0.9145907473309609,0.3142857142857143,4.3452552120905645,0.6444575768766132,x_1_3_18_1,x_1_3_18_2,x_1_3_18_3
18,PV_M_19,Cauliflower_Steak,Main,3.7425,1 portion,760,69.0,6.0,0.0,0,280,36,11,10,11,0.0004677745003782376,0.20130279857671612,0.5695938381171387,0.9029126213592233,0.8884462151394422,1.0,0.8333333333333334,1.0,1.0,6.396056581026231,1.7090331545828272,x_1_3_19_1,x_1_3_19_2,x_1_3_19_3
19,PV_S_1,Gather_Side_Salad,Side,4.4925,1 portion,120,9.0,0.5,0.0,0,45,10,3,4,1,2.7558180820224516e-06,0.4987700835018958,0.4571221034210722,0.9611650485436893,0.9820717131474104,1.0,0.9861111111111112,1.0,0.3142857142857143,6.199528529828974,1.3799729615646021,x_2_3_1_1,x_2_3_1_2,x_2_3_1_3
20,PV_S_2,Classic_Poutine,Side,6.217499999999999,1 portion,940,57.0,17.0,0.0,80,2430,80,6,0,24,0.14083078510215463,0.48879796034398537,0.718212362798579,1.0,0.031872509960159334,1.0,0.5277777777777778,0.9430604982206405,0.6285714285714286,5.479123322774726,0.8812421910373504,x_2_3_2_1,x_2_3_2_2,x_2_3_2_3
21,PV_S_3,Side_Of_Fries,Side,3.5175,1 portion,540,26.0,2.0,0.0,0,1350,71,6,0,6,0.05944616208416979,0.9444789125017473,0.5125828661545663,1.0,0.4621513944223108,1.0,0.9444444444444444,1.0,0.6285714285714286,6.551675208178666,1.8625942311808574,x_2_3_3_1,x_2_3_3_2,x_2_3_3_3
22,PV_S_4,Side_Of_Chicken_Strips,Side,6.967499999999999,1 portion,1280,96.0,4.5,0.0,75,1860,67,3,19,37,0.038528840471668234,0.007528462668409416,0.8518618427812337,0.8155339805825244,0.2589641434262948,1.0,0.875,0.9466192170818505,0.3142857142857143,5.108322201297695,0.7331642915389588,x_2_3_4_1,x_2_3_4_2,x_2_3_4_3
23,PV_S_5,Side_Of_Yam_Fries,Side,3.9675000000000002,1 portion,830,63.0,6.0,0.0,10,650,64,4,19,3,0.027271196283657023,0.3278264115023689,0.47906743119178813,0.8155339805825244,0.7410358565737052,1.0,0.8333333333333334,0.9928825622775801,0.41904761904761906,5.635998390792575,1.420541497364228,x_2_3_5_1,x_2_3_5_2,x_2_3_5_3
24,PV_S_6,Add_Bacon,Side,1.4925,1 portion,340,32.0,11.0,0.0,70,680,0,0,0,11,2.699588721378981e-07,0.9991599341372548,0.5695938381171387,1.0,0.7290836653386454,1.0,0.6944444444444444,0.9501779359430604,0.0,5.942460087939415,3.9815477976143487,x_2_3_6_1,x_2_3_6_2,x_2_3_6_3
25,PV_S_7,Add_Cheese_Slice,Side,0.8925,1 portion,60,5.0,3.0,0.0,15,105,0,0,0,4,2.699588721378981e-07,0.38722357332342444,0.4901658151109708,1.0,0.9581673306772909,1.0,0.9166666666666666,0.9893238434163701,0.0,5.7415474991535955,6.433106441628679,x_2_3_7_1,x_2_3_7_2,x_2_3_7_3
26,PV_S_8,Miso_Soup,Side,2.2425,1 portion,70,3.0,0.0,0.0,0,570,5,1,0,6,8.836575687992434e-07,0.3362077374267014,0.5125828661545663,1.0,0.7729083665338645,1.0,1.0,1.0,0.10476190476190476,5.7264617585346045,2.5536061353554533,x_2_3_8_1,x_2_3_8_2,x_2_3_8_3
27,PV_S_9,Cumin_Lime_Chicken_Taco,Side,2.6175,1 portion,240,7.0,1.0,0.0,50,380,28,2,8,13,0.00011078621386804817,0.44163079830360535,0.5926321045810629,0.9223300970873787,0.848605577689243,1.0,0.9722222222222222,0.9644128113879004,0.20952380952380953,5.95146820700909,2.273722333145784,x_2_3_9_1,x_2_3_9_2,x_2_3_9_3
28,PV_S_10,Cauliflower_Taco,Side,2.2425,1 portion,270,3.0,0.5,0.0,0,230,51,6,7,10,0.004987780713378148,0.3362077374267014,0.5581096044378707,0.9320388349514563,0.9083665338645418,1.0,0.9861111111111112,1.0,0.6285714285714286,6.354393031076487,2.8336200807475973,x_2_3_10_1,x_2_3_10_2,x_2_3_10_3
29,PV_S_11,Balck_Bean_Soup,Side,2.9925,1 portion,310,9.0,4.0,0.0,0,880,47,7,4,12,0.0027688915122273585,0.4987700835018958,0.5811039692745327,0.9611650485436893,0.649402390438247,1.0,0.8888888888888888,1.0,0.7333333333333334,6.3154326054928145,2.1104202524620934,x_2_3_11_1,x_2_3_11_2,x_2_3_11_3
30,PV_S_12,Side_Garlic_Mashed_Potatos,Side,1.8675000000000002,1 portion,130,1.5,0.0,0.0,0,290,27,4,2,3,9.172934536906196e-05,0.30046839652671903,0.47906743119178813,0.9805825242718447,0.8844621513944223,1.0,1.0,1.0,0.41904761904761906,6.063719851777762,3.246971808180863,x_2_3_12_1,x_2_3_12_2,x_2_3_12_3
31,PV_S_13,Ginger_Broccoli,Side,1.8675000000000002,1 portion,80,2.0,0.0,0.0,0,1100,10,0,2,6,2.7558180820224516e-06,0.3121292485078608,0.5125828661545663,0.9805825242718447,0.5617529880478087,1.0,1.0,1.0,0.0,5.367050382800163,2.8739225610710375,x_2_3_13_1,x_2_3_13_2,x_2_3_13_3
